,text,general_tags,specific_tags,token_tagset
10,The Tukomi video advertises a 1-year investment return of 2800 % .,"['DT', 'PROPN', 'NOUN', 'VBPR', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'IN', 'CD', 'SYM', 'PUNC']","['DT', 'NNP', 'NN', 'VBZ', 'NNC', 'NN', 'NN', 'NN', 'IN', 'CDB', 'PMS', 'PMP']","['Flair', 'MGNN', 'Flair', 'Flair', 'MGNN', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN']"
11,"Was searching for intense programming jobs like eCommerce , inventory system , etc .","['VBPT', 'VBPR', 'IN', 'JJ', 'NOUN', 'NOUN', 'UH', 'NOUN', 'PUNC', 'NOUN', 'NOUN', 'PUNC', 'FW', 'PUNC']","['VBD', 'VBG', 'IN', 'JJ', 'NN', 'NNS', 'UH', 'NN', 'PMC', 'NN', 'NN', 'PMC', 'FW', 'PMP']","['Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN', 'Flair', 'Flair', 'MGNN', 'Flair', 'MGNN']"
12,Any insights on this ?,"['PROPN', 'NOUN', 'FW', 'DT', 'PUNC']","['NNP', 'NNS', 'FW', 'DT', 'PMQ']","['MGNN', 'Flair', 'MGNN', 'Flair', 'MGNN']"
13,"If it matters , I 'm a dom , daddy dom , actually .","['IN', 'PR', 'NOUN', 'PUNC', 'CD', 'NOUN', 'NOUN', 'NOUN', 'PUNC', 'NOUN', 'NOUN', 'PUNC', 'RB', 'PUNC']","['IN', 'PRP', 'NNS', 'PMC', 'CDB', 'NNC', 'NNC', 'NN', 'PMC', 'NNC', 'NN', 'PMC', 'RB', 'PMP']","['Flair', 'Flair', 'Flair', 'MGNN', 'MGNN', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'Flair', 'MGNN']"
14,To surrender all desires and only then can one find inner peace or whatever .,"['TO', 'VB', 'DT', 'NOUN', 'CONJ', 'RB', 'RB', 'NOUN', 'CD', 'VB', 'JJ', 'NOUN', 'CONJ', 'DT', 'PUNC']","['TO', 'VB', 'DT', 'NNS', 'CC', 'RB', 'RB', 'NNC', 'CD', 'VB', 'JJ', 'NN', 'CC', 'WDT', 'PMP']","['Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN']"
15,"If so , you guys can share it here .","['IN', 'RB', 'PUNC', 'PR', 'NOUN', 'NOUN', 'NOUN', 'PR', 'RB', 'PUNC']","['IN', 'RB', 'PMC', 'PRP', 'NNS', 'NNC', 'NN', 'PRP', 'RB', 'PMP']","['Flair', 'Flair', 'MGNN', 'Flair', 'Flair', 'MGNN', 'Flair', 'Flair', 'Flair', 'MGNN']"
16,Is it because of the UG rap battle ?,"['VBPR', 'PR', 'IN', 'IN', 'DT', 'PROPN', 'NOUN', 'NOUN', 'PUNC']","['VBZ', 'PRP', 'IN', 'IN', 'DT', 'NNPA', 'NNC', 'NN', 'PMQ']","['Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN', 'MGNN', 'Flair', 'MGNN']"
17,Is it possible to not choose a candidate ?,"['VBPR', 'PR', 'JJ', 'XX', 'RB', 'VB', 'NOUN', 'NOUN', 'PUNC']","['VBZ', 'PRP', 'JJ', 'XX', 'RB', 'VB', 'NNC', 'NN', 'PMQ']","['Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN', 'Flair', 'MGNN']"
18,The current trend right now is the diskless system right ?,"['DT', 'JJ', 'NOUN', 'UH', 'UH', 'VBPR', 'DT', 'NOUN', 'NOUN', 'UH', 'PUNC']","['DT', 'JJ', 'NN', 'UH', 'UH', 'VBZ', 'DT', 'NNC', 'NN', 'UH', 'PMQ']","['Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN', 'Flair', 'Flair', 'MGNN']"
19,Is there any way to restore said photos & videos ?,"['VBPR', 'RB', 'FW', 'FW', 'XX', 'VB', 'VBPT', 'NOUN', 'SYM', 'NOUN', 'PUNC']","['VBZ', 'RB', 'FW', 'FW', 'XX', 'VB', 'VBD', 'NNS', 'PMS', 'NNS', 'PMQ']","['Flair', 'Flair', 'MGNN', 'MGNN', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN', 'Flair', 'MGNN']"
20,Just send a message if you 're G,"['RB', 'VB', 'NOUN', 'NOUN', 'IN', 'PR', 'VB', 'PROPN']","['RB', 'VB', 'NNC', 'NN', 'IN', 'PRP', 'VB', 'NNP']","['Flair', 'Flair', 'MGNN', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN']"
21,About you : A biological woman . Being petite is a plus but not preferred . Around age 20-35 .,"['RB', 'PR', 'SYM', 'PROPN', 'JJ', 'NOUN', 'PUNC', 'VBPR', 'NOUN', 'VBPR', 'NOUN', 'CONJ', 'CONJ', 'RB', 'VBPT', 'PUNC', 'RB', 'NOUN', 'CD', 'PUNC']","['RB', 'PRP', 'PMS', 'NNP', 'JJ', 'NNC', 'PMP', 'VBG', 'NN', 'VBZ', 'NNC', 'CC', 'CC', 'RB', 'VBN', 'PMP', 'RB', 'NN', 'CDB', 'PMP']","['Flair', 'Flair', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN', 'Flair', 'Flair', 'Flair', 'MGNN', 'Flair', 'Flair', 'Flair', 'Flair', 'MGNN', 'Flair', 'Flair', 'MGNN', 'MGNN']"
22,The lesson will cover 1 . pronunciation 2 .,"['DT', 'NOUN', 'MD', 'NOUN', 'CD', 'PUNC', 'NOUN', 'CD', 'PUNC']","['DT', 'NN', 'MD', 'NN', 'CDB', 'PMP', 'NN', 'CDB', 'PMP']","['Flair', 'Flair', 'Flair', 'Flair', 'MGNN', 'MGNN', 'Flair', 'MGNN', 'MGNN']"
23,I am just genuinely curious .,"['CD', 'NOUN', 'RB', 'RB', 'JJ', 'PUNC']","['CDB', 'NNCA', 'RB', 'RB', 'JJ', 'PMP']","['MGNN', 'MGNN', 'Flair', 'Flair', 'Flair', 'MGNN']"
24,Medicated bandages can be used on burns .,"['VBPT', 'NOUN', 'NOUN', 'VB', 'JJ', 'FW', 'NOUN', 'PUNC']","['VBN', 'NNS', 'NNC', 'VB', 'JJ', 'FW', 'NNS', 'PMP']","['Flair', 'Flair', 'MGNN', 'Flair', 'Flair', 'MGNN', 'Flair', 'MGNN']"
25,"The begonia and lavender , danger and suspicion , respectively .","['DT', 'NOUN', 'CONJ', 'NOUN', 'PUNC', 'NOUN', 'CONJ', 'NOUN', 'PUNC', 'RB', 'PUNC']","['DT', 'NN', 'CC', 'NN', 'PMC', 'NN', 'CC', 'NN', 'PMC', 'RB', 'PMP']","['Flair', 'Flair', 'Flair', 'Flair', 'MGNN', 'Flair', 'Flair', 'Flair', 'MGNN', 'Flair', 'MGNN']"
